id;domain;name;match_type;match_key
22745505562;4service.no;4SERVICE OFFSHORE HOTELS AS;company_domain;4service.no
16860430460;4service.no;4Service;company_domain;4service.no
27289392807;511tactical.com;5.11 International AB;company_domain;511tactical.com
17467498790;511tactical.com;511 Tactical;company_domain;511tactical.com
29625565869;9solutions.com;9Solutions;company_domain;9solutions.com
29636356971;9solutions.com;9Solutions Oy;company_domain;9solutions.com
22746437262;a2g.no;A2G EIENDOMSDRIFT OG LOGISTIKK AS;company_domain;a2g.no
22745946911;a2g.no;A2G GRUPPEN AS;company_domain;a2g.no
19032514679;a2g.no;A2G Gruppen AS;company_domain;a2g.no
24995468151;a2g.no;A2G KOMPETANSE AS;company_domain;a2g.no
25290698846;a2g.no;A2G VIDERE AS;company_domain;a2g.no
23474381157;aahlstrom.com;A. Ahlström Oy;company_domain;aahlstrom.com
18695814565;aahlstrom.com;Ahlström Capital;company_domain;aahlstrom.com
30135010834;aaksafety.no;AAK SAFETY AS;company_domain;aaksafety.no
30151594065;aaksafety.no;AAK SAFETY AS;company_domain;aaksafety.no
16858844743;aaksafety.no;AAK Safety AS;company_domain;aaksafety.no
25300343811;aarbakke.no;AARBAKKE AS;company_domain;aarbakke.no
16857471092;aarbakke.no;Aarbakke AS;company_domain;aarbakke.no
30157098090;abcorneliussen.no;ARNE B CORNELIUSSEN AS;company_domain;abcorneliussen.no
30163085098;abcorneliussen.no;ARNE B CORNELIUSSEN AS;company_domain;abcorneliussen.no
24995650471;ability.no;ABILITY FM NORD AS;company_domain;ability.no
20204637724;ability.no;Ability;company_domain;ability.no
25001002104;abro.se;AB Åbro Bryggeri;company_domain;abro.se
17732842642;abro.se;Abro;company_domain;abro.se
22390931511;abro.se;Aktiebolaget Åbro Bryggeri;company_domain;abro.se
17469693985;abstracta.se;Abstracta;company_domain;abstracta.se
26129248168;abstracta.se;Abstracta Aktiebolag;company_domain;abstracta.se
15357310003;accenture.com;Accenture;company_domain;accenture.com
18756088079;accenture.com;Accenture;company_domain;accenture.com
24995670448;accept.as;ACCEPT SERVICE PARTNER AS;company_domain;accept.as
16860439224;accept.as;Accept Servicepartner AS;company_domain;accept.as
28931786318;accountor.com;ARCTIC MANAGEMENT AS;company_domain;accountor.com
20351483395;accountor.com;Accountor;company_domain;accountor.com
17478578009;acnestudios.com;Acne Studios;company_domain;acnestudios.com
27287535519;acnestudios.com;Acne Studios AB;company_domain;acnestudios.com
26765505092;aconordic.com;Aco Hud Nordic AB;company_domain;aconordic.com
27288619038;aconordic.com;Aco Hud Nordic AB;company_domain;aconordic.com
30140949572;act-gruppen.com;ACT GRUPPEN AS;company_domain;act-gruppen.com
30163393088;act-gruppen.com;ACT GRUPPEN AS;company_domain;act-gruppen.com
30140173320;act-gruppen.com;ACT LOGIMARK AS;company_domain;act-gruppen.com
30153285636;act-gruppen.com;ACT LOGIMARK AS;company_domain;act-gruppen.com
27855461427;actic.se;ACTIC Sverige AB;company_domain;actic.se
17478641568;actic.se;Actic;company_domain;actic.se
20521041943;actis.no;ACTIS - RUSFELTETS SAMARBEIDSORGAN;company_domain;actis.no
20521546241;actis.no;RUSPOLITISK FELLESRÅD ØSTLANDET;company_domain;actis.no
16829208388;adapteo.com;Adapteo;company_domain;adapteo.com
20354399088;adapteo.com;Adapteo Group Oy;company_domain;adapteo.com
17479524464;adidas.com;Adidas;company_domain;adidas.com
27310772057;adidas.com;adidas Sverige AB;company_domain;adidas.com
25509815374;adient.com;Adient Sweden AB;company_domain;adient.com
27308448267;adient.com;Adient Sweden AB;company_domain;adient.com
16832100734;adobe.com;Adobe;company_domain;adobe.com
26727542807;adobe.com;Adobe Systems Nordic AB;company_domain;adobe.com
16862749830;aeron.no;AERON AS;company_domain;aeron.no
24996812392;aeron.no;AERON AS;company_domain;aeron.no
17298511104;affarsverken.se;Affärsverken;company_domain;affarsverken.se
22401684114;affarsverken.se;Affärsverken Elnät i Karlskrona AB;company_domain;affarsverken.se
22401684109;affarsverken.se;Affärsverken Energi i Karlskrona AB;company_domain;affarsverken.se
16866694200;afgruppen.no;AF Gruppen ASA;company_domain;afgruppen.no
25303285837;afgruppen.no;AF OFFSHORE DECOM AS;company_domain;afgruppen.no
25304922517;afmuseet.no;ASTRUP FEARNLEY MUSEET AS;company_domain;afmuseet.no
18423765363;afmuseet.no;Astrup Fearnley Museet;company_domain;afmuseet.no
29272700561;afry.com;AFRY;company_domain;afry.com
26265295007;afry.com;AFRY Management Consulting AB;company_domain;afry.com
23971420325;agaia.no;AGAIA AS;company_domain;agaia.no
18436029301;agaia.no;Agaia;company_domain;agaia.no
27314022770;ages.se;AGES Hörle AB;company_domain;ages.se
28858413882;ages.se;AGES Värnamo AB;company_domain;ages.se
27857284916;agilent.com;Agilent Technologies Finland Oy;company_domain;agilent.com
16922028350;agilent.com;Agilent Technologies Inc;company_domain;agilent.com
17042889220;ahlstrom.com;Ahlstrom;company_domain;ahlstrom.com
